,titulo,autor,disp,editora 
3455,O Trio Wright,Blue Balliett,/DISPONIVEL,Rocco 
3456,Jogue sujo,Sandra Brown,/DISPONIVEL,Rocco 
3457,Dupla cilada para Cross,James Patterson,/DISPONIVEL,Rocco 
3458,Hera : rainha dos deuses e esposa exemplar; até certo ponto,Sabina Colloredo,/DISPONIVEL,Rocco 
3459,Anjos Rebeldes,Libba Bray,/DISPONIVEL,Rocco 
3460,Esquilo Intranquilo,Mélanie Watt,/DISPONIVEL,Rocco 
3461,Aconteceu em Blackrock,Kevin Power,/DISPONIVEL,Rocco 
3462,O centésimo em Roma,Max Mallmann,/DISPONIVEL,Rocco 
3463,Lições de amor,Francesco Alberoni,/DISPONIVEL,Rocco 
3464,Batons; assassinatos e profetas,Mehmet Murat Somer ,/DISPONIVEL,Rocco 
3465,O caderno Azul,James A. Levine,/DISPONIVEL,Rocco 
3466,Vasos Sagrados - Ed. Rocco,Maria Inez do Espirito Santo,/DISPONIVEL,Rocco 
3467,O livro redondo,Caulos,/DISPONIVEL,Rocco 
3468,A Espanhola Inglesa,Miguel de Cervantes,/DISPONIVEL,Rocco 
3469,Escrito Nas Estrelas,Horácio Tackanoo,/DISPONIVEL,Rocco 
3470,Onde as Criaturas Mágicas se Escondem,Brandon Mull,/DISPONIVEL,Rocco 
3471,De A a X ,John Berger,/DISPONIVEL,Rocco 
3472,Juliet; Nua e Crua,Nick Hornby,/DISPONIVEL,Rocco 
3473,O Livro do Cemitério,Neil Gaiman,/DISPONIVEL,Rocco 
3474,O cachorro que jogava na ponta esquerda,Luis Fernando Verissimo,/DISPONIVEL,Rocco 
3475,Minha paixão pelo futebol,Júnior,/DISPONIVEL,Rocco 
3476,O Cádaver que Ri,Laurell K. Hamilton,/DISPONIVEL,Rocco 
3477,O Livro do Amor,Kathleen McGowan,/DISPONIVEL,Rocco 
3478,Mistério sob o Gelo,Alexander Kellner,/DISPONIVEL,Rocco 
3479,A última imperatriz,Anchee Min,/DISPONIVEL,Rocco 
3480,Os Turistas,Jeff Hobbs,/DISPONIVEL,Rocco 
3481,PEDRO PEDRA,Gustavo Bernardo,/DISPONIVEL,Rocco 
3482,Fim de verão,Joyce Maynard,/DISPONIVEL,Rocco 
3483,Aprendiz de Advogado,John Grisham,/DISPONIVEL,Rocco 
3484,A traição de Bourne,Eric Van Lustbader,/DISPONIVEL,Rocco 
3485,De amor e amizade,Clarice Lispector,/DISPONIVEL,Rocco 
3486,O livro quadrado ,Caulos,/DISPONIVEL,Rocco 
3487,O Cadáver que Ri,Laurell K. Hamilton,/DISPONIVEL,Rocco 
3488,O leitor fingido,Flávio Carneiro,/DISPONIVEL,Rocco 
3489,Começar de Novo,Deirdre Bair,/DISPONIVEL,Rocco 
3490,Os filósofos e a arte,Rafael Haddock-Lobo (org.),/DISPONIVEL,Rocco 
3491,Inferno,Patrícia Melo,/DISPONIVEL,Rocco 
3492,Elogio da Mentira,Patrícia Melo,/DISPONIVEL,Rocco 
3493,De volta para casa,Norman Fischer,/DISPONIVEL,Rocco 
3494,O torcedor acidental,Artur Xexéo,/DISPONIVEL,Rocco 
3495,O misterioso craque da Vila Belmira,Fernando Molica,/DISPONIVEL,Rocco 
3496,Camisa; short e meião,Moacyr Luz,/DISPONIVEL,Rocco 
3497,Ladrão de Cadáveres,Patrícia Melo,/DISPONIVEL,Rocco 
3498,Felicidade à parte,Lolly Winston,/DISPONIVEL,Rocco 
3499,Entre vivos e mortos,Amy Mackinnon,/DISPONIVEL,Rocco 
3500,Os incríveis infortúnios de um escritor aprendiz,Florian Zeller,/DISPONIVEL,Rocco 
3501,Por Que Ele? Por Que Ela?,Helen Fisher,/DISPONIVEL,Rocco 
3502,Anos rebeldes,Gilberto Braga,/DISPONIVEL,Rocco 
3503,O Design do futuro,Donald A. Norman,/DISPONIVEL,Rocco 
3504,A Volta às Aulas do Pequeno Nicolau,René Goscinny,/DISPONIVEL,Rocco 
3505,Ficando para Trás,Tulio Halperín Donghi,/DISPONIVEL,Rocco 
3506,Reinvenção dos 50,Suzanne Braun Levine,/DISPONIVEL,Rocco 
3507,Intriga,Anna Godbersen,/DISPONIVEL,Rocco 
3508,Tempestades Comuns,William Boyd,/DISPONIVEL,Rocco 
3509,Como desaparecer completamente,André de Leones,/DISPONIVEL,Rocco 
3510,A voz do poste,Moacyr Scliar,/DISPONIVEL,Rocco 
3511,Caminhos da Lei,John Grisham,/DISPONIVEL,Rocco 
3512,Fordlândia,Greg Grandin,/DISPONIVEL,Rocco 
3513,Maldosas,Sara Shepard,/DISPONIVEL,Rocco 
3514,Fascinação,William Boyd,/DISPONIVEL,Rocco 
3515,SUDD,Gabi Martinez,/DISPONIVEL,Rocco 
3516,Tempestades comuns,William Boyd,/DISPONIVEL,Rocco 
3517,Runas ,Joanne Harris,/DISPONIVEL,Rocco 
3518,Frio como aço,David Baldacci,/DISPONIVEL,Rocco 
3519,Águia,Jeff Stone,/DISPONIVEL,Pavio 
3520,Na Cozinha,Monica Ali,/DISPONIVEL,Rocco 
3521,De menina a mulher 5,Drica Pinotti,/DISPONIVEL,Rocco 
3522,Sammy Keyes e o homem esqueleto,Wendelin Van Draanen,/DISPONIVEL,Rocco 
3523,A libélula dos seus oito anos,Martin Page,/DISPONIVEL,Rocco 
3524,Crônicas para Jovens de Escrita e Vida,Clarice Lispector,/DISPONIVEL,Rocco 
3525,Areia nos Dentes,Antônio Xerxenesky,/DISPONIVEL,Rocco 
3526,Física do Impossível,Michio Kaku,/DISPONIVEL,Rocco 
3527,O Segredo Judaico de Resolução de Problemas,Nilton Bonder,/DISPONIVEL,Rocco 
3528,A 50ª Lei,Robert Greene,/DISPONIVEL,Rocco 
3529,Sr. Avesso ,Angélica Lopes,/DISPONIVEL,Rocco 
3530,Duas Vidas Por Um Fio,Janet Evanovich,/DISPONIVEL,Rocco 
3531,Hotel Brasil,Frei Betto,/DISPONIVEL,Rocco 
3532,Ela Disse; Ele Disse,Thalita Rebouças,/DISPONIVEL,Rocco 
3533,Confidências; confusões e... MAIS GAROTAS!,Gustavo Reiz,/DISPONIVEL,Rocco 
3534,Garotas de Xangai,Lisa See,/DISPONIVEL,Rocco 
3535,Tempo dos Anjos,Anne Rice,/DISPONIVEL,Rocco 
3536,Nelson Mandela,"Nelson Mandela, Madiba",/DISPONIVEL,Rocco 
3537,Fé em Deus e pé na tábua,Roberto DaMatta,/DISPONIVEL,Rocco 
3538,Um Sopro de Neve e Cinzas,Diana Gabaldon,/DISPONIVEL,Rocco 
3539,Um Sopro de Neve e Cinzas,Diana Gabaldon,/DISPONIVEL,Rocco 
3540,Margot,Alfred de Musset,/DISPONIVEL,Rocco 
3541,Loucura de Hamlet,Paula Mastroberti,/DISPONIVEL,Rocco 
3542,Retorno de Ulisses,Paula Mastroberti,/DISPONIVEL,Rocco 
3543,Brandjam,Marc Gobé,/DISPONIVEL,Rocco 
3544,As brincadeiras do Pequeno Nicolau,René Goscinny,/DISPONIVEL,Rocco 
3545,Azul-Corvo,Adriana Lisboa ,/DISPONIVEL,Rocco 
3546,Um dia essa dor será útil,Peter Cameron,/DISPONIVEL,Rocco 
3547,Cabelo Doido,Neil Gaiman,/DISPONIVEL,Rocco 
3548,Gilda Joyce  Investigadora Paranormal,Jennifer Allison,/DISPONIVEL,Rocco 
3549,Os vizinhos do Pequeno Nicolau,René Goscinny,/DISPONIVEL,Rocco 
3550,Mundo Perdido,Patrícia Melo,/DISPONIVEL,Rocco 
3551,Snuff,Chuck Palahniuk,/DISPONIVEL,Rocco 
3552,Um Sopro de Vida,Clarice Lispector,/DISPONIVEL,Rocco 
3553,Amor e Superação,Luiz Alberto Py,/DISPONIVEL,Rocco 
3554,O mistério do coelho pensante e outros contos,Clarice Lispector,/DISPONIVEL,Rocco 
3555,Miriam,Maggie Anton,/DISPONIVEL,Rocco 
3556,Snuff,Chuck Palahniuk,/DISPONIVEL,Rocco 
3557,Festa no Céu,"Braguinha, João de Barro",/DISPONIVEL,Rocco 
3558,Anônimos,Silviano Santiago,/DISPONIVEL,Rocco 
3559,Conexões espirituais,Rebecca Rosen,/DISPONIVEL,Rocco 
3560,O Efeito Urano,Fernanda Young ,/DISPONIVEL,Rocco 
3561,Poseidon,Sabina Colloredo,/DISPONIVEL,Rocco 
3562,A cabala do dinheiro,Nilton Bonder,/DISPONIVEL,Rocco 
3563,A Cabala da Inveja,Nilton Bonder,/DISPONIVEL,Rocco 
3564,Valsa Negra,Patrícia Melo,/DISPONIVEL,Rocco 
3565,Terapeuta de Bolso,Therese J. Borchard,/DISPONIVEL,Rocco 
3566,Coraline : Graphic Novel,Neil Gaiman,/DISPONIVEL,Rocco 
3567,Crônicas Para Jovens,Clarice Lispector,/DISPONIVEL,Rocco 
3568,A Rainha dos Condenados,Anne Rice,/DISPONIVEL,Rocco 
3569,Ciranda de Pedra,Lygia Fagundes Telles,/DISPONIVEL,Companhia 
3570,O Vampiro Lestat,Anne Rice,/DISPONIVEL,Rocco 
3571,A Fazenda Blackwood,Anne Rice,/DISPONIVEL,Rocco 
3572,Taltos,Anne Rice,/DISPONIVEL,Rocco 
3573,A História do Ladrão de Corpos,Anne Rice,/DISPONIVEL,Rocco 
3574,Magya,Angie Sage,/DISPONIVEL,Rocco 
3575,Você Sempre Jovem,Mehmet Oz,/DISPONIVEL,Rocco 
3576,A Seita dos Assassinos,Licia Troisi,/DISPONIVEL,Rocco 
3577,Desterrado,Michelle Paver,/DISPONIVEL,Rocco 
3578,A Estratégia Bancroft,Robert Ludlum,/DISPONIVEL,Rocco 
3579,Em Outrolugar,Gabrielle Zevin,/DISPONIVEL,Rocco 
3580,A Sociedade literária e a torta de casca de batata, Mary Ann Shaffer,/DISPONIVEL,Rocco 
3581,As Palavras do Amor,Lisa See,/DISPONIVEL,Rocco 
3582,Do outro lado,Natsuo Kirino,/DISPONIVEL,Rocco 
3583,Caindo Sem Paraquedas,Louise Rennison,/DISPONIVEL,Rocco 
3584,Código Criatura,Helena Gomes,/DISPONIVEL,Rocco 
3585,Uma outra chance para a felicidade,Anna Gavalda,/DISPONIVEL,Rocco 
3586,O Gênio da Negociação,Deepak Malhotra,/DISPONIVEL,Rocco 
3587,Filhos do Destino: O Ato Final...,Darren Shan,/DISPONIVEL,Rocco 
3588,Pista Perigosa,Janet Evanovich,/DISPONIVEL,Rocco 
3589,MONTE VERITA,Gustavo Bernardo,/DISPONIVEL,Rocco 
3590,A Viúva Clicquot,Tilar J. Mazzeo ,/DISPONIVEL,Rocco 
3591,Diário de Fernando,Frei Betto,/DISPONIVEL,Rocco 
3592,Luxo,Anna Godbersen,/DISPONIVEL,Rocco 
3593,Fala Sério; Pai!,Thalita Rebouças,/DISPONIVEL,Rocco 
3594,O Reino da Água,Silvana Gandolfi,/DISPONIVEL,Rocco 
3595,Olhos secos,Bernardo Ajzenberg,/DISPONIVEL,Rocco 
3596,Vamos Passear no Bosque,Ruth Rendell,/DISPONIVEL,Rocco 
3597,O Exército Perdido,Valerio Massimo Manfredi,/DISPONIVEL,Rocco 
3598,A Criação da Juventude,Jon Savage,/DISPONIVEL,Rocco 
3599,O Alquimista,Michael Scott,/DISPONIVEL,Rocco 
3600,Inocência,Kathleen Tessaro,/DISPONIVEL,Rocco 
3601,Monstros Invisíveis,Chuck Palahniuk,/DISPONIVEL,Rocco 
3602,A Cruz de Fogo,Diana Gabaldon,/DISPONIVEL,Rocco 
3603,32 ,Stella Florence,/DISPONIVEL,Rocco 
3604,As Duas Guerreiras,Licia Troisi,/DISPONIVEL,Rocco 
3605,O refúgio do príncipe,Eva Ibbotson,/DISPONIVEL,Rocco 
3606,Rio Escuro,John Twelve Hawks,/DISPONIVEL,Rocco 
3607,O contorno do Sol,Natália Nami,/DISPONIVEL,Rocco 
3608,A Dieta de Wall Street,Heather Bauer,/DISPONIVEL,Rocco 
3609,No Bosque da Memória,Tana French,/DISPONIVEL,Rocco 
3610,O Jardim Secreto de Eliza,Kate Morton,/DISPONIVEL,Rocco 
3611,Uma espada para o cavaleiro Horácio,Angie Sage,/DISPONIVEL,Rocco 
3612,Eu que Amo Tanto,Marilia Gabriela,/DISPONIVEL,Rocco 
3613,Os colecionadores,David Baldacci,/DISPONIVEL,Rocco 
3614,Os Prazeres e Desprazeres do Trabalho,Alain de Botton,/DISPONIVEL,Rocco 
3615,Felizes para sempre.,Augusto Pessoa.,/DISPONIVEL,Rocco 
3616,Um minuto para a Meia Noite,Michael Dobbs,/DISPONIVEL,Rocco 
3617,ELE não serve pra VOCÊ,Beth Wilson,/DISPONIVEL,Rocco 
3618,A vontade e a fortuna,Carlos Fuentes,/DISPONIVEL,Rocco 
3619,O Projeto Lazarus,Aleksandar Hemon,/DISPONIVEL,Rocco 
3620,O homem que você vai ver,Eli Gottlieb,/DISPONIVEL,Rocco 
3621,Sol Nascente,Michael Crichton,/DISPONIVEL,Rocco 
3622,Viajar no tempo,Angie Sage,/DISPONIVEL,Rocco 
3623,O Campeonato,Flávio Carneiro,/DISPONIVEL,Rocco 
3624,Vozes da Rua,Philip K. Dick,/DISPONIVEL,Rocco 
3625,O Combate do Inverno,Jean-Claude Mourlevat,/DISPONIVEL,Rocco 
3626,A Paixão Segundo G.H.,Clarice Lispector,/DISPONIVEL,Rocco 
3627,Vários mundos,Paula Browne,/DISPONIVEL,Rocco 
3628,Clarice na Cabeceira,Clarice Lispector,/DISPONIVEL,Rocco 
3629,O Pau,Fernanda Young ,/DISPONIVEL,Rocco 
3630,História das Prisões no Brasil - Volume II,Clarissa Nunes Maia,/DISPONIVEL,Rocco 
3631,O Labirinto da Morte,Ariana Franklin,/DISPONIVEL,Rocco 
3632,Cântico de Sangue,Anne Rice,/DISPONIVEL,Rocco 
3633,A História Secreta do Mundo,Jonathan Black,/DISPONIVEL,Rocco 
3634,A Hora das Bruxas,Anne Rice,/DISPONIVEL,Rocco 
3635,O Terceiro Jesus,Deepak Chopra,/DISPONIVEL,Rocco 
3636,Simples filosofia,Pablo Capistrano,/DISPONIVEL,Rocco 
3637,O Livro do Pastor ,Joann Davis,/DISPONIVEL,Rocco 
3638,A Operação Pão de Queijo,DANIEL BALABAN ,/DISPONIVEL,Rocco 
3639,Imortalidade Diária,Deepak Chopra,/DISPONIVEL,Rocco 
3640,Água Viva,Clarice Lispector,/DISPONIVEL,Rocco 
3641,A Via Crucis do Corpo,Clarice Lispector,/DISPONIVEL,Rocco 
3642,Todas as famílias felizes,Carlos Fuentes,/DISPONIVEL,Rocco 
3643,Um homem chamado Jesus,Frei Betto,/DISPONIVEL,Rocco 
3644,Attack of the Fiend,Joseph Delaney,/DISPONIVEL,Harper 
3645,Valentões; fofoqueiros e falsos amigos,J. Alexander,/DISPONIVEL,Rocco 
3646,Todas as Famílias Felizes,Carlos Fuentes,/DISPONIVEL,Rocco 
3647,Macaco,Jeff Stone,/DISPONIVEL,Pavio 
3648,Limite Zero,Joe Vitale,/DISPONIVEL,Rocco 
3649,O Experimento da Intenção,Lynne McTaggart,/DISPONIVEL,Rocco 
3650,Bartleby; o escriturário,Herman Melville,/DISPONIVEL,Rocco 
3651,Comer Animais ,Jonathan Safran Foer,/DISPONIVEL,Rocco 
3652,Cachos e Tranças,Erich Kästner,/DISPONIVEL,Rocco 
3653,Liberdade Emocional,Judith Orloff,/DISPONIVEL,Rocco 
3654,O Lustre,Clarice Lispector,/DISPONIVEL,Rocco 
3655,Caco e o Maloquim,Ian Ogilvy,/DISPONIVEL,Rocco 
3656,A História de Amalia,David I. Kertzer,/DISPONIVEL,Rocco 
3657,Meditações Diárias para Mulheres Que Amam Demais,Robin Norwood,/DISPONIVEL,Rocco 
3658,Sedução Profana,Laurell K. Hamilton,/DISPONIVEL,Rocco 
3659,De Menina a Mulher IV,Drica Pinotti,/DISPONIVEL,Rocco 
3660,MInha voz pela liberdade,Ani Chöying Drolma,/DISPONIVEL,Rocco 
3661,Harry Potter e as Relíquias da Morte,J.K. Rowling ,/DISPONIVEL,Rocco 
3662,Dolores Dolorida,Vera Cotrim,/DISPONIVEL,Rocco 
3663,A sereia e o encantador de borboletas,Adriana Lisboa,/DISPONIVEL,Rocco 
3664,Eu que Amo Tanto,Marilia Gabriela,/DISPONIVEL,Rocco 
3665,A Minha Versão da História,Will Davis,/DISPONIVEL,Rocco 
3666,Mundo Sem Fim,Ken Follett,/DISPONIVEL,Rocco 
3667,O Mistério da Estrela,Neil Gaiman,/DISPONIVEL,Rocco 
3668,O Recurso,John Grisham,/DISPONIVEL,Rocco 
3669,Slam,Nick Hornby,/DISPONIVEL,Rocco 
3670,Túneis,Roderick Gordon,/DISPONIVEL,Rocco 
3671,Belezas Perigosas,Libba Bray,/DISPONIVEL,Rocco 
3672,Tudo Por Um Feriado,Thalita Rebouças,/DISPONIVEL,Rocco 
3673,Os Tambores de Outono,Diana Gabaldon,/DISPONIVEL,Rocco 
3674,La Bodega,Noah Gordon,/DISPONIVEL,Rocco 
3675,As Revelações Picantes dos Grandes Chefs,Irvine Welsh,/DISPONIVEL,Rocco 
3676,Devorador de Almas,Michelle Paver,/DISPONIVEL,Rocco 
3677,Minúsculos assassinatos e alguns copos de leite,Fal Azevedo,/DISPONIVEL,Rocco 
3678,De Cinderela a Superexecutica,Cary J. Broussard,/DISPONIVEL,Rocco 
3679,O diário de Rutka,Laskier Rutka,/DISPONIVEL,Rocco 
3680,Todas as cidades; a cidade,Renato Cordeiro Gomes,/DISPONIVEL,Rocco 
3681,Só Para Mulheres,Clarice Lispector,/DISPONIVEL,Rocco 
3682,Celebridade,Chris Rojek,/DISPONIVEL,Rocco 
3683,Um Dinheiro Nada Fácil,Janet Evanovich,/DISPONIVEL,Rocco 
3684,Gigolô de Bibelôs,Waly Salomão,/DISPONIVEL,Rocco 
3685,Sob o Sol da Toscana,Frances Mayes,/DISPONIVEL,"Rocco, "
3686,A Fascinação pelo Pior,Florian Zeller,/DISPONIVEL,Rocco 
3687,A Fascinação pelo Pior,Florian Zeller,/DISPONIVEL,Rocco 
3688,A Fascinação pelo Pior,Florian Zeller,/DISPONIVEL,Rocco 
3689,Encantos do Jardim,Sarah Addison Allen,/DISPONIVEL,Rocco 
3690,Sem deixar rastros,sean doolittle,/DISPONIVEL,Rocco 
3691,O último elfo,Silvana De Mari,/DISPONIVEL,Rocco 
3692,O Faraó das Areias,Valerio Massimo Manfredi,/DISPONIVEL,Rocco 
3693,Celebutantes,Amanda Goldberg,/DISPONIVEL,Rocco 
3694,1º a Morrer,James Patterson,/DISPONIVEL,Rocco 
3695,ESTILO IPANEMA,Carlos Scherr,/DISPONIVEL,Rocco 
3696,Mundos Paralelos,Michio Kaku,/DISPONIVEL,Rocco 
3697,Sem Perdão,Ruth Rendell,/DISPONIVEL,Rocco 
3698,Viagem ao fundo da sala,Tibor Fischer ,/DISPONIVEL,Rocco 
3699,Os Amores de Honey,Elmore Leonard ,/DISPONIVEL,Rocco 
3700,Doce lamento,Lolly Winston,/DISPONIVEL,Rocco 
3701,Decolando para a felicidade,Ruy Marra,/DISPONIVEL,Rocco 
3702,Em 68,Carlos Fuentes,/DISPONIVEL,Rocco 
3703,Na Própria Carne,Gillian Flynn,/DISPONIVEL,Rocco 
3704,Jogos Perigosos,Joseph Finder,/DISPONIVEL,Rocco 
3705,Tempo Quente,Sandra Brown,/DISPONIVEL,Rocco 
3706,Assassinos da Alvorada: Os Caçadores Se Tornam a Caça,Darren Shan,/DISPONIVEL,Rocco 
3707,O Homem das sombras,Cody McFadyen,/DISPONIVEL,Rocco 
3708,As Redes da Ilusão,Amy Tan,/DISPONIVEL,Rocco 
3709,O que os Homens Querem e as Mulheres Precisam Saber,Steve Santagati,/DISPONIVEL,Rocco 
3710,Golfe,Deepak Chopra,/DISPONIVEL,Rocco 
3711,Tristano morre,Antonio Tabucchi,/DISPONIVEL,Rocco 
3712,Design Emocional,Donald A. Norman,/DISPONIVEL,Rocco 
3713,Pasta Mágica de Dragão,Silvana Gandolfi,/DISPONIVEL,Rocco 
3714,O segredo de Shakespeare,Jeniffer Lee Carrell,/DISPONIVEL,Rocco 
3715,PROSPERIDADE HARMÔNICA,James Arthur Ray,/DISPONIVEL,Rocco 
3716,Amigos de Ontem; Hoje e Sempre,Beatrice Masini,/DISPONIVEL,Rocco 
3717,Que Coisa Irritante,Beatrice Masini,/DISPONIVEL,Rocco 
3718,Sob as Cinzas de Stalingrado ,Marcelo Lacativa,/DISPONIVEL,Rocco 
3719,Contos De Amor e Ciume ,Machado de Assis,/DISPONIVEL,Rocco 
3720,Minha vida com George,Judith Summers,/DISPONIVEL,Rocco 
3721,O último ogro,Silvana De Mari,/DISPONIVEL,Rocco 
3722,As Cores do Mal,Jennifer Lynn Barnes,/DISPONIVEL,Rocco 
3723,Tempo das Cerejas,Márcia Maia Conforti,/DISPONIVEL,Rocco 
3724,Como Sobreviver Na Escola,Bernadette Costa-prades,/DISPONIVEL,Rocco 
3725,Heranças,Silviano Santiago,/DISPONIVEL,Rocco 
3726,Lenora,Heloisa Prieto,/DISPONIVEL,Rocco 
3727,Lulu vê Deus e duvida,DANIELLE GANEK ,/DISPONIVEL,Rocco 
3728,Payback,Margaret Atwood,/DISPONIVEL,Rocco 
3729,Viagens de Gulliver,Jonathan Swift,/DISPONIVEL,Rocco 
3730,Nada a temer,Julian Barnes ,/DISPONIVEL,Rocco 
3731,Multiplicidade,Rita Carter,/DISPONIVEL,Rocco 
3732,O ano dos três desejos,Noelle Oxenhandler,/DISPONIVEL,Rocco 
3733,O clã de Rhett Buttler,Donald McCraig,/DISPONIVEL,Rocco 
3734,As Setas do Cupido,Edith Templeton,/DISPONIVEL,Rocco 
3735,O Ritual de Bordeaux,Jean-Pierre Alaux,/DISPONIVEL,Rocco 
3736,Setembros de Shiraz,Dalia Sofer,/DISPONIVEL,Rocco 
3737,Deus Usa Batom,Karen Berg,/DISPONIVEL,Rocco 
3738,Contos Populares Japoneses,Adriana Lisboa ,/DISPONIVEL,Rocco 
3739,Assasinato na Biblioteca,Helena Gomes,/DISPONIVEL,Rocco 
3740,Malditas Mulheres,Jose El-Jaick,/DISPONIVEL,Rocco 
3741,O Teatro de Machado de Assis,Luiz Antonio Aguiar,/DISPONIVEL,Rocco 
3742,Escarcéu no Beleléu,David Lee Stone,/DISPONIVEL,Rocco 
3743,De Menina a Mulher 3,Drica Pinotti,/DISPONIVEL,Rocco 
3744,De Menina a Mulher,Drica Pinotti,/DISPONIVEL,Rocco 
3745,RODOLFO E O TESOURO PERDIDO,ROB SCOTTON,/DISPONIVEL,Rocco 
3746,Colección de libros de poesía.,Francisco Azuela,/DISPONIVEL,Rocco 
3747,A Mulher no Corpo de Xamã,Barbara Tedlock,/DISPONIVEL,Rocco 
3748,A segunda vida de Brás Cubas,Patrick Pessoa,/DISPONIVEL,Rocco 
3749,Os bichos,Karen Acioly,/DISPONIVEL,Rocco 
3750,De Menina a Mulher 2,Drica Pinotti,/DISPONIVEL,Rocco 
3751,A peste,Clem Martini,/DISPONIVEL,Rocco 
3752,Acervo de Maldizer,Wanderley Guilherme dos Santos,/DISPONIVEL,Rocco 
3753,Contos de Terror do Tio Montague,chris priestley,/DISPONIVEL,Rocco 
3754,o Homem das Sombras,Cody Mc Fadsyen,/DISPONIVEL,Rocco 
3755,Olho Mágico,Silvana Gandolphi,/DISPONIVEL,Rocco 
3756,Olho Mágico,Silvana Gandolphi,/DISPONIVEL,Rocco 
3757,O sexo e a mulher madura,Gail Sheehy,/DISPONIVEL,Rocco 
3758,Segredo,Ivan Zigg,/DISPONIVEL,Rocco 
3759,Por que Deus está rindo?,Deepak Chopra,/DISPONIVEL,Rocco 
3760,O Talismã do Poder,Licia Troisi,/DISPONIVEL,Rocco 
3761,Harry Potter e as Relíquias da Morte,J.K. Rowling ,/DISPONIVEL,Rocco 
3762,Uma Fada Veio Me Visitar,Thalita Rebouças,/DISPONIVEL,Rocco 
3763,Tudo Por Um Namorado,Thalita Rebouças,/DISPONIVEL,Rocco 
3764,Vida de modelo,Angélica Lopes,/DISPONIVEL,Rocco 
3765,O Resgate No Mar,Diana Gabaldon,/DISPONIVEL,Rocco 
3766,Diário,Chuck Palahniuk,/DISPONIVEL,Rocco 
3767,Uma Mulher de Vida Airada,Jane Juska,/DISPONIVEL,Rocco 
3768,As Vantagens de Ser Invisível,Stephen Chbosky,/DISPONIVEL,Rocco 
3769,O Caçador de Andróides,Philip K. Dick,/DISPONIVEL,Rocco 
3770,O Homem Duplo,Philip K. Dick,/DISPONIVEL,Rocco 
3771,Minhas Queridas,Clarice Lispector,/DISPONIVEL,Rocco 
3772,Cântico de Sangue,Anne Rice,/DISPONIVEL,Rocco 
3773,A Catedral do Mar,Ildefonso Falcones,/DISPONIVEL,Rocco 
3774,Next,Michael Crichton,/DISPONIVEL,Rocco 
3775,A gente se acostuma com o fim do mundo,Martin Page,/DISPONIVEL,Rocco 
3776,A Arquitetura da Felicidade,Alain de Botton,/DISPONIVEL,Rocco 
3777,Travestis,Hélio R. S. Silva,/DISPONIVEL,Rocco 
3778,Manual do Hedonista,Michael Flocker,/DISPONIVEL,Rocco 
3779,Síndrome de quimera,Max Mallmann,/DISPONIVEL,Rocco 
3780,Jornada pelo Rio Mar,Eva Ibbotson,/DISPONIVEL,Rocco 
3781,O Protocolo Sigma,Robert Ludlum,/DISPONIVEL,Rocco 
3782,Mulheres Japonesas Não Envelhecem Nem Engordam,Naomi Moriyama,/DISPONIVEL,Rocco 
3783,A Promessa do Mago,Cliff McNish,/DISPONIVEL,Rocco 
3784,Cristo Senhor,Anne Rice,/DISPONIVEL,Rocco 
3785,A Vida é Um Bilhete Premiado,Brendon Burchard,/DISPONIVEL,Rocco 
3786,Instinto Assassino,Joseph Finder,/DISPONIVEL,Rocco 
3787,Arthur & George,Julian Barnes ,/DISPONIVEL,Rocco 
3788,Os devoradores de giz,oscar aibar,/DISPONIVEL,Rocco 
3789,O Sr. Pip,Lloyd Jones,/DISPONIVEL,Rocco 
3790,A Emboscada,David Baldacci,/DISPONIVEL,Rocco 
3791,Para alívio dos impulsos insuportáveis,Nathan Englander,/DISPONIVEL,Rocco 
3792,Entrevistas,Clarice Lispector,/DISPONIVEL,Rocco 
3793,As Rosas Inglesas - Bom Demais Para Ser Verdade,Madonna,/DISPONIVEL,Rocco 
3794,Edgar e Ellen Nos Subterrâneos da Cidade,Charles Ogden,/DISPONIVEL,Rocco 
3795,Simone Weil: A Força e a Fraqueza do Amor ,Maria Clara Bingemer,/DISPONIVEL,Rocco 
3796,De Agora em Diante uma Pessoa Diferente,Lama Surya Das,/DISPONIVEL,Rocco 
3797,Aliados da Noite: Velhas Faces; Novos Pesadelos,Darren Shan,/DISPONIVEL,Rocco 
3798,O Chão da Palavra,José Carlos Avellar,/DISPONIVEL,Rocco 
3799,o supersticioso,R.L.Stine,/DISPONIVEL,Rocco 
3800,Killshot Tiro certo,Elmore Leonard ,/DISPONIVEL,Rocco 
3801,Malasartes,Augusto Pessoa,/DISPONIVEL,Rocco 
3802,O Segredo dos Abismos,Erik L´homme,/DISPONIVEL,Rocco 
3803,O código do vestir,Toby Fischer-Mirkin,/DISPONIVEL,Rocco 
3804,fiando palha; tecendo ouro,Joan Gould,/DISPONIVEL,Rocco 
3805,Tristano morre,Antonio Tabucchi,/DISPONIVEL,Rocco 
3806,Filhos Selvagens,Jonathan Kellerman,/DISPONIVEL,Rocco 
3807,A Mulher Que Desvendava a Morte,Ariana Franklin,/DISPONIVEL,Rocco 
3808,Caos calmo,Sandro Veronesi,/DISPONIVEL,Rocco 
3809,A arte de semear estrelas,Frei Beto,/DISPONIVEL,Rocco 
3810,Quem se lembra de David Foenkinos?,David Foenkinos,/DISPONIVEL,Rocco 
